transaction_amount,account_age_days,transaction_hour,previous_transactions,device_type,location_match,amount_vs_average,is_new_device,is_fraud
416.49,338,7,94,0,0,4.28,0,0
3404.09,1061,21,49,0,0,0.96,1,0
3274.28,137,2,59,0,1,1.25,0,0
1369.93,508,22,0,0,0,9.51,1,0
4754.56,227,23,50,1,1,6.79,1,0
759.53,320,14,15,0,1,8.53,0,0
2164.51,916,7,38,1,1,6.46,0,0
4718.36,86,0,14,0,1,4.24,0,0
2101.54,926,6,32,1,0,0.35,1,0
3194.44,53,18,86,0,1,9.56,0,0
1990.98,860,1,52,1,1,0.8,0,0
1374.7,867,13,97,0,0,6.14,1,0
4919.97,433,17,16,1,1,1.11,0,1
2049.62,999,14,88,0,0,2.91,1,0
4471.03,100,13,5,0,1,1.94,0,0
1153.62,990,23,30,0,1,5.58,1,1
1069.46,599,18,68,0,0,8.88,0,0
160.51,403,18,39,0,0,6.39,0,0
3260.08,396,21,29,0,0,6.68,1,0
1845.79,415,16,68,0,0,9.1,0,0
4322.47,939,21,75,0,0,7.52,0,0
2368.68,677,18,6,1,0,8.67,0,0
4841.13,463,15,12,2,0,4.22,1,0
931.7,541,19,3,0,1,8.67,0,0
4343.77,84,18,49,1,1,6.49,1,0
3884.1,271,0,2,1,1,1.44,0,0
3855.75,244,18,11,0,0,0.48,0,0
4224.69,388,6,64,0,0,2.52,0,0
3806.31,214,22,26,0,1,3.85,0,0
3132.97,818,10,49,1,1,8.39,0,0
660.57,59,4,76,0,1,7.44,0,0
167.47,883,16,16,1,0,9.56,0,0
4604.63,843,10,71,1,1,5.64,0,0
3085.17,924,23,31,0,1,7.5,1,1
3983.7,123,7,83,0,1,2.83,0,0
2410.2,439,9,50,1,1,6.83,1,0
590.95,1022,11,16,0,1,7.09,0,0
630.3,562,9,33,0,1,8.5,0,0
3429.4,118,12,34,0,1,5.41,0,1
2154.38,905,17,98,2,0,6.53,0,0
1006.62,395,9,23,0,0,2.11,0,0
2460.51,876,18,53,1,1,7.39,0,0
325.72,935,19,17,0,0,8.4,1,0
2911.95,952,16,49,0,1,5.98,0,0
1348.62,75,19,45,1,1,1.25,0,0
3988.81,295,15,47,1,1,3.2,0,0
1555.26,21,4,32,0,1,4.81,0,0
2278.82,1039,2,86,1,1,6.8,0,0
63.04,560,14,88,0,1,3.27,0,0
366.87,372,1,26,1,1,8.42,0,0
1965.51,818,12,0,0,1,3.78,0,0
2402.29,1093,21,84,1,1,0.52,1,0
3002.1,846,7,58,1,1,7.96,0,0
1461.85,521,22,9,0,1,6.48,0,1
3476.43,371,16,94,1,1,8.04,0,0
4301.31,101,3,24,2,1,3.55,0,0
3900.36,661,18,83,0,1,0.27,1,0
202.9,968,21,56,1,1,0.83,0,0
2405.13,243,8,65,1,0,1.21,0,1
529.13,753,22,14,1,1,8.07,0,0
1214.01,512,14,27,2,1,3.08,0,0
4933.38,849,8,12,0,1,9.98,0,0
716.77,555,23,13,1,1,7.61,1,0
2496.95,226,20,65,1,1,6.05,0,0
3092.69,214,8,33,0,1,9.84,0,0
3513.81,718,13,98,0,1,3.23,0,0
2800.45,67,22,24,0,0,1.74,1,1
53.81,396,20,53,1,1,7.4,0,0
1635.67,612,15,78,1,0,2.85,0,0
2590.97,1036,23,11,0,1,9.61,0,0
443.89,770,22,8,0,0,9.88,0,0
1756.38,407,16,30,0,1,9.27,0,0
170.85,925,12,77,0,0,9.45,1,0
397.5,647,8,92,1,1,6.19,0,0
1987.63,222,14,52,0,1,6.95,0,0
667.92,654,6,42,1,1,1.03,0,0
2839.87,428,0,37,1,1,7.65,1,1
3448.88,977,0,41,2,1,2.1,0,0
4003.93,1006,4,71,0,0,8.42,0,1
1004.75,371,23,47,2,0,9.62,0,0
841.58,850,8,66,0,0,2.2,1,0
527.32,856,11,65,1,1,0.87,0,0
3183.97,229,5,15,1,0,4.89,0,1
3533.85,280,12,82,0,0,7.94,0,0
162.77,1071,7,93,0,1,7.73,0,0
4681.38,975,14,15,0,0,7.0,0,0
264.6,758,5,30,1,0,8.22,0,0
2708.78,1048,5,57,0,1,1.83,0,0
3546.76,321,3,27,2,1,6.55,0,0
4355.49,274,10,3,0,1,6.1,0,0
3571.86,556,20,9,2,0,1.62,0,0
4009.63,844,17,50,0,1,4.2,0,0
1700.55,668,2,17,0,0,8.54,0,0
4075.05,1000,2,46,0,1,9.72,0,0
405.17,380,11,31,1,1,6.69,0,0
4474.61,711,20,29,1,1,9.23,1,0
2740.22,746,20,35,0,1,1.41,1,0
4087.4,675,5,8,0,1,9.75,0,0
2264.33,116,20,35,0,1,0.43,0,0
3219.67,605,5,28,1,1,5.32,1,1
2634.38,1066,7,15,0,1,2.98,0,0
3659.29,379,14,91,1,0,8.16,0,0
412.74,466,17,20,1,1,2.25,0,0
306.46,280,19,63,1,0,0.21,0,0
1239.28,618,15,65,1,1,4.2,0,0
801.93,118,5,58,0,1,0.73,1,0
4359.56,309,20,98,2,1,2.97,0,0
1099.97,100,16,27,0,1,6.47,0,0
4879.45,261,8,54,0,1,3.02,0,0
1687.79,993,18,99,1,0,2.53,1,0
914.68,286,17,30,0,1,1.64,0,0
3949.54,328,22,32,0,1,1.44,1,0
3295.25,63,4,86,0,1,5.31,0,0
2493.49,687,5,59,0,1,6.85,0,0
2779.04,738,11,40,0,0,4.58,0,0
3597.41,1031,10,80,0,1,1.32,1,0
1146.13,639,15,45,0,1,6.51,0,0
4981.69,936,19,48,1,0,5.62,1,0
4874.09,476,16,64,1,1,3.87,0,1
3253.38,53,19,41,1,1,3.37,1,0
1001.71,754,8,22,1,0,1.91,0,0
3402.74,486,0,26,1,1,1.55,0,0
365.63,409,2,88,1,0,3.45,0,0
158.11,1031,20,31,1,0,0.51,0,0
1292.13,668,22,82,1,1,4.42,0,0
2315.8,835,8,87,0,1,6.06,0,0
4342.02,876,21,2,1,0,9.42,0,0
3637.21,367,18,59,1,1,6.3,0,1
3714.82,1002,12,75,1,0,6.28,0,0
2130.34,250,22,98,0,1,3.81,0,0
1732.95,380,13,78,0,1,1.42,1,0
1858.34,872,19,16,0,1,4.52,0,0
4938.31,835,18,31,2,0,6.03,0,1
205.35,775,22,6,1,1,7.27,0,0
4335.82,919,6,82,0,0,8.28,0,1
2895.48,455,3,70,0,1,2.63,0,0
2195.88,366,11,68,1,1,2.49,0,0
3627.66,403,22,57,0,0,5.7,0,0
2435.91,58,13,39,0,1,5.7,0,0
4367.75,521,1,84,0,0,2.26,0,0
4504.01,210,0,47,0,1,5.92,0,1
2111.5,1065,17,50,0,0,3.52,1,0
1387.75,816,19,56,1,1,6.43,0,0
2963.79,173,7,70,0,1,2.98,0,0
4562.25,234,2,36,0,1,5.96,0,0
1057.26,793,5,86,1,0,7.71,1,1
3116.72,793,21,74,1,0,9.8,0,0
3159.64,1063,12,73,0,0,9.12,0,0
3666.9,119,8,84,1,0,5.09,0,0
662.18,335,8,54,2,0,4.93,0,0
3580.55,324,19,40,2,1,4.43,1,0
4545.62,1011,8,96,1,1,0.37,0,0
902.52,284,14,19,1,1,1.74,1,0
1191.53,213,12,32,0,1,0.69,1,0
4857.12,929,21,39,1,1,6.99,0,1
908.98,752,15,98,1,1,4.19,0,0
4272.65,339,1,33,0,1,0.73,1,1
2463.93,1046,13,61,0,1,6.94,0,0
1239.92,105,5,99,1,1,6.48,0,0
4354.4,770,1,90,2,1,7.23,1,0
2229.3,716,7,18,0,1,6.04,0,0
2576.51,763,3,42,0,1,1.7,0,0
1799.37,379,20,68,1,1,0.71,1,0
2966.79,713,23,62,0,1,8.19,0,0
821.8,225,13,92,1,1,2.24,0,0
1958.45,738,10,9,0,1,5.47,0,0
4847.21,236,23,12,0,1,4.9,0,1
1294.38,183,13,92,1,1,9.22,1,1
3285.4,712,11,4,0,0,5.57,0,1
1629.32,444,15,57,0,1,5.84,0,0
3868.5,623,5,58,0,1,3.26,0,0
658.71,1030,19,75,0,0,9.59,1,0
4849.26,749,0,58,1,1,6.16,0,0
2271.68,155,11,76,1,1,0.15,0,0
1184.07,257,6,85,0,1,5.61,1,1
372.12,235,7,14,0,1,3.7,0,0
852.94,500,8,76,0,1,0.42,1,1
2601.27,289,1,0,1,1,4.37,1,0
1688.33,510,16,37,0,1,7.76,1,0
4145.27,709,19,52,1,1,5.09,0,0
2157.28,785,12,51,1,0,6.43,0,1
1247.33,894,4,0,1,1,6.43,0,0
3087.64,776,9,10,1,1,6.74,0,0
3535.35,298,11,57,1,1,3.94,0,0
839.37,137,16,39,2,0,3.76,1,0
842.26,376,20,85,1,0,0.15,0,0
188.17,87,5,98,0,1,1.63,0,1
3683.33,437,2,59,1,1,9.51,0,0
3320.7,764,14,43,0,1,8.44,0,0
2375.78,702,6,5,1,1,2.82,1,0
4221.63,942,5,27,1,0,4.07,0,0
4029.32,152,3,30,2,1,9.41,0,1
2928.85,1032,18,7,1,1,2.58,0,0
4342.02,807,4,4,0,1,5.37,0,1
1033.18,235,2,53,1,1,0.32,0,0
564.04,675,8,16,0,1,6.24,0,0
1352.4,561,5,37,0,0,9.31,0,0
290.15,38,12,8,0,1,8.86,0,0
2658.19,822,21,73,0,1,5.07,1,0
4683.35,421,19,83,1,1,6.53,0,0
201.52,348,3,77,2,1,5.74,1,0
614.94,748,1,13,1,1,0.76,1,0
2263.73,273,3,25,0,0,1.67,0,1
4669.71,308,7,92,1,1,9.64,0,0
1584.2,976,12,61,1,1,2.63,1,0
2538.64,733,9,90,1,1,3.91,1,0
212.66,1033,17,24,1,0,5.14,0,1
745.97,444,8,79,1,1,9.79,0,0
4933.22,405,0,35,0,1,6.93,0,1
4825.77,853,12,97,2,0,6.33,0,1
29.68,778,17,79,2,0,5.29,0,0
4759.3,115,14,32,1,1,7.04,0,0
3197.4,65,1,2,0,1,6.67,0,1
4340.25,825,10,86,1,1,9.04,0,0
2276.43,239,13,10,0,0,5.46,1,0
2580.4,302,21,57,1,1,4.27,1,0
2446.79,969,14,63,1,1,8.09,1,0
3335.99,369,13,17,0,1,8.02,0,0
702.56,233,15,46,0,0,1.78,0,0
154.72,195,22,43,1,1,2.44,1,0
1543.11,907,14,92,1,0,9.59,0,0
3524.88,1036,18,58,1,0,4.5,0,0
1013.26,921,8,49,0,1,5.24,0,0
3368.8,689,4,68,1,1,3.17,1,0
4849.71,177,4,87,0,1,4.86,0,0
474.03,217,10,28,1,0,7.46,0,0
3364.65,1035,19,92,0,1,4.88,0,1
2221.53,630,23,89,1,1,3.22,1,0
4341.37,164,3,66,0,1,1.05,0,1
889.86,53,19,1,2,0,9.29,0,0
3464.67,218,17,24,1,0,8.73,0,0
4191.39,999,2,18,1,0,7.93,0,0
4723.35,824,3,39,0,1,6.97,0,0
3417.82,385,13,1,1,1,5.2,0,0
2488.39,56,6,82,0,1,8.98,1,1
3091.15,118,7,64,0,1,7.94,1,1
4345.18,900,23,61,1,1,8.18,0,1
2855.2,798,15,90,1,1,3.16,0,0
156.78,780,19,53,0,1,4.29,0,0
4655.09,1016,14,44,0,0,7.1,1,0
3449.19,803,6,48,1,1,3.77,0,0
3384.18,845,16,98,1,1,4.99,0,0
1082.3,855,21,68,0,1,6.5,0,0
3296.13,708,21,37,2,0,4.43,0,1
1972.35,22,21,3,2,0,7.95,0,0
3257.91,843,11,16,0,1,1.25,0,0
537.43,192,17,52,0,0,7.21,0,1
3290.94,1019,23,84,1,1,1.54,1,0
4997.07,396,13,52,2,0,9.38,1,1
245.82,1031,14,30,1,0,3.21,0,0
4885.99,640,14,21,0,0,7.97,0,0
2037.51,1019,4,10,0,0,5.26,0,0
4354.41,567,15,33,0,0,1.0,0,0
3913.02,231,4,14,1,1,5.87,0,0
2837.25,874,1,9,0,1,9.13,0,0
3693.55,574,19,95,1,1,1.66,1,1
4393.19,240,8,52,0,0,3.28,0,1
2023.68,90,21,47,0,1,4.45,0,0
1638.53,232,8,30,0,1,2.82,0,0
3339.63,457,3,36,0,0,9.44,0,0
4040.19,233,14,27,1,1,3.84,0,0
3812.61,354,10,30,0,0,6.61,1,0
3990.08,1005,0,69,1,1,2.32,0,0
2180.74,439,17,13,0,0,2.28,1,0
4090.08,345,0,86,0,1,1.84,0,0
605.44,664,7,15,0,1,4.4,1,0
2724.72,657,15,24,0,1,5.38,0,0
33.76,130,21,38,0,1,0.21,0,0
1626.31,141,17,65,1,1,8.35,0,0
1835.48,415,21,37,0,1,5.18,0,0
1983.88,626,8,40,0,1,1.66,1,0
3478.86,284,11,97,1,1,0.77,0,0
1945.85,223,18,39,0,1,0.73,0,0
2246.22,744,17,63,1,1,2.65,1,0
1191.53,463,4,88,0,0,5.04,0,0
1869.39,357,1,99,0,1,8.62,0,0
1140.21,1047,6,15,1,0,9.04,1,0
370.61,859,9,81,2,1,8.34,1,0
3019.23,665,14,76,0,0,3.35,0,0
3342.72,1015,6,58,0,1,3.13,0,0
3099.35,85,4,90,0,0,9.88,1,0
2320.15,621,14,97,0,0,6.84,0,0
1902.03,1055,19,10,2,0,3.12,0,0
4317.35,240,19,0,0,1,3.36,0,0
2597.81,363,14,12,1,0,4.4,0,0
2398.51,822,9,29,0,1,6.26,0,0
133.08,668,23,68,1,1,8.99,0,0
1709.53,99,13,17,1,1,2.06,0,0
1904.08,47,9,77,1,0,0.94,1,1
1997.12,839,16,12,0,1,4.12,0,0
2902.96,422,20,31,1,1,2.53,0,0
2670.34,62,13,70,1,0,5.8,0,0
3041.49,1010,1,71,1,1,7.02,1,1
3825.59,598,15,49,1,1,3.18,0,0
4065.86,392,12,70,1,1,6.89,0,0
3592.02,977,8,79,1,0,3.5,1,0
4777.84,1076,6,30,0,1,6.39,1,0
96.07,603,15,50,1,1,6.37,0,0
982.91,337,9,26,1,0,2.85,0,0
42.78,810,23,59,0,1,6.39,0,0
3239.14,752,21,32,0,1,3.87,0,0
4490.66,881,8,52,2,1,3.43,1,1
1221.19,635,21,92,0,1,2.96,0,0
4635.54,254,22,71,0,1,3.52,0,0
306.04,20,6,32,0,1,7.89,0,0
4672.51,528,15,40,1,1,2.53,0,0
1761.36,376,8,18,2,1,6.85,0,0
511.6,166,23,84,2,1,9.02,1,0
2431.93,861,16,40,1,1,3.57,0,0
1287.6,617,19,84,1,1,0.39,0,0
1427.94,612,6,88,0,1,0.34,0,0
1539.91,503,10,41,0,1,1.48,0,0
4016.11,913,7,22,0,1,1.19,0,0
2698.11,79,6,74,0,1,7.51,1,0
1559.98,585,18,32,1,0,3.02,0,0
3053.62,688,19,19,1,1,6.56,0,1
3582.17,396,11,24,1,1,0.52,0,0
1366.76,402,6,89,2,1,3.03,0,0
2070.68,975,7,51,2,0,2.42,0,0
613.82,224,6,11,1,1,2.84,0,0
909.84,518,5,31,0,1,1.99,0,0
3407.18,634,8,32,0,0,6.22,0,0
911.28,236,12,73,1,1,6.66,0,0
2628.19,116,6,67,0,1,1.57,0,0
3546.69,226,7,14,0,1,7.44,0,1
538.85,230,21,50,2,1,2.58,0,0
2838.72,182,16,5,0,1,2.9,1,0
1286.53,210,16,90,0,1,8.31,0,0
4814.82,96,15,68,1,1,9.02,1,0
2420.31,894,21,68,1,0,8.27,0,0
4030.93,756,1,81,0,0,1.56,0,0
2753.38,415,7,91,0,1,9.99,0,1
221.85,394,16,34,2,1,6.75,0,0
3167.59,696,12,85,0,1,5.16,0,0
4757.26,844,17,33,1,1,9.55,0,0
3010.05,604,23,62,0,0,8.19,0,1
4096.85,582,21,67,0,1,6.95,0,0
4421.61,133,9,17,0,0,8.4,1,0
1144.26,791,1,25,1,1,3.92,0,0
1064.16,649,1,85,1,0,6.88,0,0
3056.85,221,13,96,0,1,1.99,1,0
2058.09,976,15,60,0,0,9.88,0,0
4200.11,1070,6,77,0,1,5.93,1,0
4500.62,788,20,94,1,1,8.16,0,0
1770.34,691,20,73,0,0,4.13,0,0
1188.17,39,23,87,0,0,7.61,0,1
3903.72,690,11,84,0,0,3.94,0,1
1377.66,162,22,47,1,1,5.94,0,0
4113.96,161,13,71,1,1,7.8,0,1
2121.57,1078,3,95,1,1,1.25,0,0
3339.41,1058,3,30,0,0,3.63,1,0
482.2,242,17,33,0,1,5.49,1,0
3121.18,967,2,86,0,1,3.41,0,1
2261.58,890,0,88,0,1,3.16,0,0
2935.11,113,16,6,1,1,2.89,0,0
844.23,1014,6,82,0,0,2.36,1,0
3685.68,318,15,6,0,1,8.5,1,1
4314.67,23,4,46,1,1,9.24,0,0
1087.62,824,18,7,1,1,7.03,0,0
483.09,701,6,77,1,0,0.4,0,0
123.07,1019,13,0,1,1,7.88,0,0
3211.65,1068,1,76,1,1,5.37,0,0
3037.43,128,2,2,1,1,7.61,0,0
2735.75,876,16,52,1,1,4.43,0,0
1163.58,158,15,91,0,1,0.51,0,0
1957.58,827,7,37,0,1,6.85,1,0
2974.41,852,17,50,2,0,4.5,0,0
2486.35,512,14,14,2,1,8.75,0,0
4938.99,45,6,99,1,0,7.41,1,0
686.52,219,8,66,1,0,3.66,1,0
3477.25,443,5,63,0,1,7.27,0,1
2024.57,315,17,67,1,1,5.0,0,0
2143.86,177,17,4,2,1,2.07,0,0
3589.4,228,23,89,1,0,4.26,0,1
3463.72,267,13,88,0,1,2.3,0,0
4956.32,870,13,9,0,0,0.15,0,0
646.33,838,13,7,0,1,2.54,0,0
525.03,489,3,11,0,1,2.17,0,0
3623.07,702,3,63,0,1,0.14,0,0
2894.04,687,14,58,1,1,7.86,0,0
1374.43,996,14,66,0,1,0.86,0,0
401.7,357,17,90,1,1,4.55,0,0
432.86,872,13,49,1,0,4.24,0,0
4471.48,204,0,22,1,1,1.9,1,0
963.38,552,9,39,1,1,9.67,0,0
1620.24,323,19,96,1,1,6.08,0,0
1137.15,594,9,77,1,1,8.15,1,1
1778.21,181,9,86,0,1,5.01,0,0
351.77,499,23,94,2,1,7.26,0,0
2597.7,83,1,76,0,0,9.7,0,0
342.72,303,7,75,2,1,3.55,0,0
4002.78,262,0,98,0,1,5.09,0,0
1172.39,784,0,17,0,1,5.19,0,0
2702.36,914,3,20,0,0,9.92,0,0
4401.0,692,6,0,1,0,2.41,1,0
3256.13,944,8,37,0,1,6.79,0,1
2667.12,683,15,40,1,1,1.47,0,0
1625.05,689,4,41,1,1,9.28,0,1
1668.34,396,1,8,0,1,5.94,1,1
3349.09,839,22,22,1,1,8.61,0,0
4970.73,878,10,77,0,1,8.96,0,1
3310.89,823,17,10,1,0,5.62,0,0
2791.13,49,18,70,1,1,6.85,0,0
3654.6,789,12,30,0,1,7.02,0,0
2328.7,293,23,87,2,1,4.66,0,0
305.41,536,10,25,1,1,4.4,0,0
2813.67,311,19,29,1,1,1.94,0,0
4788.34,537,18,33,1,1,3.9,0,0
880.64,639,16,45,1,1,9.91,1,0
3451.57,234,4,68,0,1,2.77,0,0
1008.66,605,12,4,0,1,7.65,1,1
2681.46,94,19,60,0,0,0.69,0,0
487.9,327,0,82,1,0,4.73,0,0
2254.6,225,9,37,0,1,0.68,0,0
3782.04,967,7,27,2,1,4.81,0,0
1741.12,890,23,25,0,0,0.37,0,0
3326.23,11,7,60,0,0,6.17,0,0
3978.27,1036,18,22,0,1,5.91,0,0
4636.25,35,5,45,1,1,8.0,0,1
1177.04,447,11,29,2,1,5.87,0,0
1999.58,441,6,66,0,0,9.27,0,0
766.32,653,15,91,1,0,7.85,0,1
4962.46,595,8,32,0,1,1.41,0,0
4635.37,229,20,2,1,1,2.73,0,0
2702.09,344,21,68,0,1,0.36,0,0
4210.96,989,9,82,0,1,3.92,0,1
2607.19,909,9,41,1,1,5.14,0,0
3119.81,527,9,61,1,1,9.46,0,0
450.18,75,19,57,0,0,5.27,0,0
3777.58,196,15,56,0,1,7.83,0,0
642.93,29,0,0,1,0,2.75,0,1
4131.21,706,16,72,1,1,1.62,0,0
3911.23,1021,20,59,2,0,8.13,0,0
3545.18,16,13,68,1,0,2.55,0,0
185.62,805,18,58,2,1,8.73,0,0
1519.13,940,20,45,0,1,1.78,0,0
1319.25,967,20,33,0,1,8.53,0,0
1803.88,229,16,96,0,1,7.75,0,0
442.78,962,13,24,0,1,6.15,0,0
4685.1,715,7,41,1,0,8.52,0,1
2771.24,984,20,28,1,1,3.37,1,0
1531.09,573,20,24,0,1,1.74,0,0
1987.92,615,8,53,1,0,1.65,0,0
2238.78,326,7,72,1,1,2.78,1,0
3004.97,875,12,66,1,0,4.52,0,0
2580.82,359,16,14,0,1,8.77,1,0
4597.36,324,18,3,1,1,0.99,0,0
2487.33,165,6,37,0,1,9.16,0,0
4960.83,798,16,19,2,0,9.26,0,0
4257.87,455,0,22,2,1,7.3,0,0
1046.51,193,4,36,0,1,9.01,1,1
4653.32,627,5,61,0,0,7.72,1,0
586.25,530,1,7,1,1,5.33,0,0
4088.16,1034,15,36,0,0,6.05,0,1
1906.21,92,21,44,0,0,6.32,1,0
4390.48,139,4,96,2,0,1.36,0,0
4340.94,481,4,32,0,1,2.01,0,0
4030.6,449,11,6,0,0,5.28,1,0
3951.2,869,2,21,1,1,1.24,1,0
1526.87,340,15,4,0,0,9.65,0,0
409.19,1076,5,14,0,0,5.12,0,0
2017.89,466,14,20,1,0,3.86,1,0
871.75,718,14,88,0,1,1.66,0,0
3476.28,799,15,16,1,0,4.22,0,0
1733.77,475,19,55,2,0,3.09,0,0
4878.17,401,12,49,1,1,0.97,1,0
3206.66,605,11,6,0,1,9.67,0,0
4113.29,932,9,49,0,0,2.72,0,0
666.96,997,13,59,1,1,6.94,0,0
4310.76,922,1,82,1,0,1.0,0,1
4614.17,821,2,6,1,1,9.14,1,1
2437.87,657,8,39,1,1,5.95,1,1
3033.23,598,10,44,0,0,6.6,0,0
3825.22,514,10,58,0,0,7.84,0,1
878.32,1030,21,87,1,1,6.1,0,0
2515.32,500,9,74,2,1,0.8,0,0
1996.32,717,13,54,0,0,4.35,1,0
736.14,601,8,63,1,0,2.69,0,0
1840.83,666,19,64,0,1,4.92,0,0
345.52,468,20,53,0,1,4.1,0,0
133.93,161,9,95,0,0,8.28,0,1
680.16,270,21,39,2,0,2.55,0,0
4815.76,1080,8,52,1,0,2.09,0,1
2749.9,228,4,43,1,0,9.59,0,1
4829.28,849,7,62,2,1,9.5,0,0
2165.33,149,10,1,0,0,9.94,0,0
1562.52,1070,0,78,1,1,5.73,1,0
2533.18,632,20,20,1,1,1.22,0,0
2200.36,413,9,87,1,1,8.81,1,1
532.8,520,0,49,1,1,1.54,0,0
3205.93,387,21,80,0,1,1.64,0,0
1084.11,275,6,51,1,1,2.01,0,0
3099.84,353,13,8,0,1,6.57,0,0
3252.75,1090,4,98,0,1,1.16,0,0
764.36,598,16,19,0,1,7.8,0,0
311.44,558,21,82,0,0,0.68,0,1
3904.9,113,20,17,0,1,1.19,1,0
2301.7,141,5,83,0,1,4.4,0,0
295.53,730,15,29,0,0,3.85,0,1
4974.36,589,10,64,0,1,9.9,0,0
293.61,411,9,23,0,1,9.67,0,0
3476.7,377,14,87,1,1,1.98,0,0
4918.48,751,6,46,1,1,9.47,1,0
1199.7,627,22,82,1,0,6.95,0,0
715.54,995,1,93,2,0,4.15,1,0
611.32,703,11,89,0,1,7.42,0,0
1519.86,462,18,43,0,1,9.01,0,0
509.72,12,11,28,0,1,1.88,0,0
3462.35,477,15,76,2,0,2.04,0,0
316.15,939,5,67,1,1,4.15,1,0
2549.56,401,2,16,0,0,1.78,1,1
4983.5,808,1,96,0,1,3.67,0,0
4070.78,177,19,4,1,1,6.49,1,0
3078.02,57,4,91,0,0,8.15,0,0
1534.74,448,10,87,1,1,3.09,0,0
3121.36,203,2,80,2,1,2.89,1,1
2637.57,738,2,49,1,1,7.82,0,0
2133.29,202,21,39,2,1,3.87,0,0
657.9,363,4,45,0,0,8.2,0,1
4433.59,892,21,50,1,0,9.93,0,0
2251.67,454,22,10,1,1,9.8,0,0
977.14,356,10,11,1,1,6.66,0,0
1841.96,216,2,12,1,1,3.81,0,0
2073.58,972,12,63,1,1,0.75,0,0
4138.55,555,20,7,1,0,7.41,0,0
3669.4,887,7,64,0,0,9.78,1,0
3847.68,23,19,8,0,1,0.77,0,0
60.1,155,9,91,0,1,0.16,0,0
2083.69,249,1,1,2,1,8.33,0,1
2409.31,749,3,77,2,1,1.11,0,0
100.87,805,17,12,0,1,0.91,0,0
1302.77,134,18,1,0,1,9.11,0,0
3802.65,321,3,67,2,1,0.89,0,0
689.86,390,19,75,0,0,1.23,0,0
2678.87,434,8,47,0,1,5.74,0,0
1079.93,1046,15,73,0,1,7.59,0,0
65.54,873,5,2,0,1,4.06,0,0
1209.8,858,3,67,1,0,4.26,0,0
4879.49,51,8,5,0,0,6.36,0,0
4008.68,176,12,86,1,0,5.1,0,1
4798.09,870,8,4,2,0,0.28,0,1
2441.83,253,5,2,0,1,1.22,0,0
553.13,966,20,9,0,0,5.86,0,0
2742.06,739,18,42,1,1,7.96,0,0
2274.61,302,13,18,1,0,7.65,0,0
4222.56,548,20,13,0,0,7.43,0,0
494.92,716,14,20,0,1,7.74,0,0
2443.76,779,2,42,0,1,0.54,0,0
754.49,268,4,27,1,0,8.96,0,1
1626.76,1010,20,20,0,1,8.9,0,0
3688.1,551,17,35,0,0,5.37,0,0
2382.71,314,13,23,0,1,2.56,0,0
1882.56,184,15,53,1,1,5.96,0,0
1975.41,713,13,37,0,1,5.62,0,0
2299.94,128,8,16,1,1,2.31,1,0
3926.16,700,14,21,0,1,6.07,1,0
4460.96,386,6,82,0,1,7.99,1,0
4776.9,271,13,44,1,1,8.08,0,0
3935.58,811,5,73,1,1,0.69,0,0
1580.46,415,20,60,1,0,2.05,1,0
3442.23,198,14,10,1,1,6.72,0,0
2190.83,1080,19,60,0,0,8.61,0,0
1277.08,831,7,37,1,1,5.26,0,0
4205.15,628,1,65,0,1,7.1,1,0
196.94,604,7,32,0,1,0.31,1,0
4509.3,1081,0,42,1,1,6.12,0,0
2310.08,1010,16,30,1,0,9.62,1,0
3187.82,71,18,34,1,0,6.64,0,0
3298.47,911,4,36,1,1,9.23,0,0
4476.11,594,21,46,2,1,5.7,1,0
3185.17,600,19,99,0,1,8.45,1,0
3071.6,514,15,22,2,0,1.33,0,0
337.93,84,6,35,1,1,1.32,1,0
2594.45,994,6,39,1,0,1.29,0,0
755.09,1067,17,89,1,0,4.94,0,0
3688.48,839,17,88,1,1,3.37,1,0
2563.55,606,1,80,1,1,7.22,1,1
3402.74,810,14,14,0,0,9.04,0,1
213.16,133,13,36,2,1,6.23,0,0
428.54,1089,17,3,0,0,2.21,0,0
3583.04,290,8,21,0,0,9.32,1,1
365.06,376,13,80,0,1,5.33,0,0
360.93,769,4,21,0,1,7.23,1,0
65.48,467,10,80,0,0,8.92,0,0
4782.72,471,7,77,0,0,9.9,0,0
3688.85,149,4,77,0,0,5.11,1,0
1769.49,88,10,16,0,1,8.1,0,0
1486.2,396,4,71,0,1,5.71,0,0
1751.77,790,16,97,0,0,4.92,0,0
3874.39,865,21,89,2,1,5.42,0,1
3308.55,24,3,93,0,0,4.89,0,0
930.05,956,14,85,0,1,4.27,1,0
874.68,311,18,79,0,0,7.26,0,0
496.49,664,21,93,0,1,2.57,0,0
3303.21,438,1,79,1,0,6.2,1,1
3823.04,706,23,37,0,1,7.16,0,0
1328.91,422,16,23,0,0,8.93,0,0
109.62,321,11,99,0,1,3.39,0,0
415.45,587,23,98,1,1,8.62,0,0
4839.46,947,16,5,1,1,9.46,0,1
1480.75,849,9,67,0,0,6.52,0,0
3847.27,42,17,81,0,1,7.74,0,0
3125.19,939,18,5,0,1,4.12,0,0
1912.79,387,17,25,1,1,9.53,0,0
1032.41,910,12,90,0,0,6.74,0,0
611.33,716,13,40,0,1,3.17,1,0
3076.99,431,23,74,0,1,4.1,0,0
3874.3,554,15,37,0,0,6.22,0,0
3221.3,800,17,79,0,1,2.42,0,1
