customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0364,Male,0,No,Yes,58,Yes,No,DSL,No internet,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,26.58,3059.82,Yes
CUST0365,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No internet,No internet,Month-to-month,Yes,Bank transfer,100.97,1442.06,No
CUST0366,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.27,6838.17,Yes
CUST0367,Female,0,No,Yes,36,Yes,Yes,DSL,No internet,No internet,No internet,No internet,No,No internet,Month-to-month,Yes,Mailed check,56.25,2607.99,No
CUST0368,Male,1,Yes,No,35,Yes,No,DSL,No,Yes,No,No internet,Yes,No,Month-to-month,Yes,Mailed check,35.19,4825.79,Yes
CUST0369,Male,1,Yes,No,27,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Credit card,52.65,3180.17,No
CUST0370,Female,0,No,No,41,Yes,No,DSL,No,No internet,Yes,No,Yes,No,Two year,Yes,Mailed check,78.26,3278.38,Yes
CUST0371,Female,0,Yes,No,42,Yes,No,DSL,No,No internet,No,No,No,No,Two year,No,Mailed check,51.69,5886.47,No
CUST0372,Female,0,No,No,41,Yes,No,No,Yes,No,No internet,No,Yes,No,One year,No,Credit card,81.06,2955.65,No
CUST0373,Female,0,Yes,Yes,65,Yes,No,No,No internet,No,No,No internet,No,No internet,One year,No,Electronic check,116.69,5575.29,No
CUST0374,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet,One year,No,Electronic check,87.07,213.19,Yes
CUST0375,Female,0,Yes,Yes,71,No,Yes,Fiber optic,Yes,No internet,No,Yes,Yes,Yes,One year,Yes,Bank transfer,56.27,2664.71,Yes
CUST0376,Female,0,No,Yes,47,Yes,No,DSL,No internet,No,No,Yes,No,Yes,One year,No,Electronic check,113.58,2620.45,No
CUST0377,Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No internet,Month-to-month,No,Credit card,76.56,6015.8,Yes
CUST0378,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No internet,Yes,No,Month-to-month,No,Electronic check,32.84,2585.0,Yes
CUST0379,Male,0,No,Yes,66,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet,Yes,One year,Yes,Electronic check,69.9,5103.28,No
CUST0380,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No internet,No,No internet,No internet,Month-to-month,Yes,Credit card,85.36,5539.34,Yes
CUST0381,Female,0,No,Yes,44,Yes,Yes,No,Yes,No internet,Yes,No,No,No internet,Month-to-month,Yes,Mailed check,103.83,5301.56,No
CUST0382,Female,0,Yes,Yes,9,Yes,No,No,No internet,No internet,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,113.65,4866.02,Yes
CUST0383,Male,0,Yes,No,8,No,No,DSL,No,No internet,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.74,3367.57,No
CUST0384,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,No internet,No,No,Two year,No,Electronic check,35.55,3049.11,No
CUST0385,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,27.38,4560.21,Yes
CUST0386,Male,0,Yes,Yes,33,Yes,Yes,No,No,No internet,Yes,No,No internet,No internet,Month-to-month,No,Mailed check,93.84,603.25,Yes
CUST0387,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet,Month-to-month,Yes,Mailed check,99.52,7018.98,No
CUST0388,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,No,No internet,No,No internet,No,Two year,No,Electronic check,60.94,6619.99,Yes
CUST0389,Male,0,No,No,70,Yes,Yes,DSL,No,No,No internet,No internet,No,No,One year,Yes,Mailed check,59.59,2836.44,No
CUST0390,Male,0,No,No,66,Yes,No phone service,DSL,No internet,No internet,No,Yes,No,No internet,One year,No,Bank transfer,115.42,4577.87,No
CUST0391,Male,1,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,111.67,7464.6,No
CUST0392,Female,1,No,No,34,Yes,Yes,Fiber optic,No,No internet,No,No,No internet,Yes,Month-to-month,No,Bank transfer,43.33,2245.93,Yes
CUST0393,Female,0,No,No,16,Yes,No phone service,Fiber optic,No internet,Yes,No,No,Yes,No internet,Month-to-month,No,Bank transfer,98.08,5965.4,Yes
CUST0394,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.27,753.58,Yes
CUST0395,Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet,Yes,One year,No,Mailed check,35.42,4234.64,Yes
CUST0396,Female,0,No,No,52,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,55.68,7083.36,No
CUST0397,Female,1,Yes,No,67,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,37.75,4458.5,No
CUST0398,Female,0,No,Yes,64,Yes,No,No,Yes,No internet,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,49.52,4968.4,No
CUST0399,Male,0,No,Yes,0,Yes,Yes,No,No,No,No internet,No internet,Yes,Yes,Month-to-month,Yes,Credit card,81.53,7270.35,Yes
CUST0400,Female,0,No,No,57,No,No,No,No,Yes,No,Yes,No,No internet,One year,No,Electronic check,57.53,5751.35,Yes
CUST0401,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.41,5597.37,Yes
CUST0402,Male,0,No,No,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,73.96,4732.43,Yes
CUST0403,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,28.72,5100.61,Yes
CUST0404,Female,0,Yes,No,58,Yes,No,No,No,No,Yes,No,No,No,One year,No,Mailed check,93.88,6449.27,No
CUST0405,Female,1,Yes,Yes,40,Yes,No phone service,DSL,No internet,No internet,Yes,No,Yes,No,One year,No,Mailed check,60.17,7835.94,No
CUST0406,Female,1,No,Yes,4,Yes,No,DSL,No internet,No,Yes,Yes,No internet,No,Month-to-month,No,Credit card,68.04,6383.07,Yes
CUST0407,Female,0,No,No,64,Yes,No,No,No,No,Yes,Yes,No internet,Yes,One year,Yes,Bank transfer,117.43,5689.54,No
CUST0408,Female,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,54.44,1170.8,Yes
CUST0409,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No internet,No,No,No internet,Two year,No,Electronic check,84.82,6554.94,No
CUST0410,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No internet,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,5914.36,Yes
CUST0411,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,109.43,6186.41,No
CUST0412,Female,0,No,Yes,68,Yes,No phone service,DSL,No,No internet,No,No,No,No,Month-to-month,No,Electronic check,104.68,1925.66,Yes
CUST0413,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.16,7237.21,Yes
CUST0414,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No internet,No,No,One year,Yes,Electronic check,89.17,868.52,Yes
CUST0415,Male,0,Yes,Yes,50,Yes,No,No,No internet,No internet,No,No internet,Yes,Yes,Month-to-month,Yes,Mailed check,26.52,2103.54,Yes
CUST0416,Male,0,No,Yes,20,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,116.32,,No
CUST0417,Female,1,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No internet,Month-to-month,No,Bank transfer,54.9,5422.34,Yes
CUST0418,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.18,2575.26,Yes
CUST0419,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No internet,No,No,No,Yes,Month-to-month,No,Mailed check,51.84,5642.01,Yes
CUST0420,Female,1,Yes,No,70,Yes,Yes,DSL,No,No,No,No internet,No,Yes,Month-to-month,No,Electronic check,83.28,3164.65,Yes
CUST0421,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,No internet,No,One year,No,Mailed check,118.36,101.39,No
CUST0422,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,No,No internet,One year,Yes,Mailed check,107.67,1384.59,No
CUST0423,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.04,7072.68,Yes
CUST0424,Female,0,Yes,No,39,Yes,Yes,DSL,No internet,No internet,Yes,No,Yes,No,One year,Yes,Credit card,74.75,1859.28,Yes
CUST0425,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No internet,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,54.85,991.99,No
CUST0426,Male,0,No,Yes,20,Yes,No,Fiber optic,No internet,No,No,No,Yes,No,Month-to-month,No,Bank transfer,63.43,5489.38,Yes
CUST0427,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No internet,Yes,Yes,No,No,Month-to-month,No,Credit card,53.52,3581.58,No
CUST0428,Male,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet,One year,No,Bank transfer,,6393.07,No
CUST0429,Female,0,No,Yes,14,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card,74.26,6905.41,No
CUST0430,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,39.2,6783.31,No
CUST0431,Female,1,No,No,40,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,73.74,2572.77,No
CUST0432,Male,1,Yes,Yes,18,Yes,Yes,DSL,No internet,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,47.9,4093.81,Yes
CUST0433,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No internet,No internet,No internet,Two year,Yes,Electronic check,48.9,5236.12,No
CUST0434,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,93.87,2643.67,Yes
CUST0435,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,22.96,424.68,No
CUST0436,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet,No,No,No,No,No,Month-to-month,Yes,Bank transfer,58.09,4015.75,Yes
CUST0437,Female,1,Yes,No,36,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.75,201.26,No
CUST0438,Male,0,Yes,No,0,Yes,No,DSL,No internet,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.51,7610.1,Yes
CUST0439,Male,0,Yes,No,66,Yes,No,Fiber optic,No internet,No internet,No,No,Yes,No,One year,No,Credit card,86.9,6393.8,Yes
CUST0440,Male,0,Yes,No,23,Yes,No,DSL,No internet,No,No,No internet,No,No,Month-to-month,No,Credit card,56.97,1616.88,No
CUST0441,Female,0,Yes,Yes,26,Yes,No phone service,Fiber optic,No,No,No internet,No,Yes,No internet,Month-to-month,Yes,Mailed check,41.31,2371.82,Yes
CUST0442,Male,0,Yes,Yes,39,Yes,No,No,No,No,No,No internet,No internet,Yes,Two year,No,Credit card,108.49,7864.42,No
CUST0443,Female,1,No,No,62,Yes,No,Fiber optic,Yes,No internet,Yes,No internet,No,No internet,Two year,Yes,Credit card,118.1,3051.03,No
CUST0444,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No internet,No,No internet,No,Yes,Month-to-month,Yes,Electronic check,22.0,6291.41,No
CUST0445,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,74.65,3629.84,No
CUST0446,Male,0,Yes,No,23,No,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,54.17,6926.36,No
CUST0447,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No internet,No,No internet,No,Yes,No internet,One year,Yes,Bank transfer,47.7,5659.65,No
CUST0448,Male,1,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No internet,Yes,Month-to-month,Yes,Mailed check,53.57,280.99,Yes
CUST0449,Female,0,No,Yes,66,Yes,No,DSL,No internet,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,83.89,2425.68,Yes
CUST0450,Female,0,No,No,33,Yes,No,Fiber optic,No,No internet,No,No,Yes,No,Month-to-month,Yes,Bank transfer,39.07,4508.14,Yes
CUST0451,Female,0,Yes,No,56,Yes,No,No,No,Yes,Yes,No,No internet,No internet,One year,Yes,Mailed check,111.29,7416.77,No
CUST0452,Female,0,No,Yes,48,Yes,Yes,DSL,No internet,No,No,No internet,No,No internet,Month-to-month,No,Credit card,66.61,906.04,Yes
CUST0453,Female,1,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card,52.56,4849.18,Yes
CUST0454,Male,0,Yes,Yes,22,Yes,No,No,No,Yes,No,Yes,Yes,No internet,Month-to-month,Yes,Bank transfer,96.55,2487.2,No
CUST0455,Male,0,No,Yes,68,Yes,Yes,No,Yes,No internet,Yes,No,No,No,One year,Yes,Mailed check,21.63,7125.69,Yes
CUST0456,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No internet,No,No,Yes,No internet,Two year,Yes,Electronic check,63.19,6144.84,Yes
CUST0457,Female,0,Yes,Yes,61,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,55.53,3020.65,Yes
CUST0458,Male,0,Yes,Yes,40,Yes,Yes,No,No,No,No,No internet,Yes,Yes,Month-to-month,No,Credit card,53.82,1420.11,No
CUST0459,Male,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,,190.83,No
CUST0460,Female,0,No,No,59,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,23.13,5006.96,No
CUST0461,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,No internet,No,No,Two year,Yes,Credit card,35.21,3308.38,No
CUST0462,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer,34.19,2586.58,No
CUST0463,Male,0,No,Yes,56,Yes,No,DSL,No,No internet,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,118.86,7885.47,No
CUST0464,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet,Yes,Yes,No internet,Yes,No,Two year,No,Bank transfer,22.22,3782.52,Yes
CUST0465,Male,0,No,No,39,Yes,No,DSL,No,No internet,No,Yes,No,Yes,Month-to-month,No,Bank transfer,36.71,6023.73,Yes
CUST0466,Female,0,Yes,No,6,No,No,DSL,No,Yes,No internet,No,No,No internet,Month-to-month,Yes,Mailed check,117.42,1501.56,Yes
CUST0467,Male,0,No,No,37,Yes,No,Fiber optic,No,No internet,No,Yes,No internet,No internet,Month-to-month,No,Credit card,82.83,206.3,Yes
CUST0468,Male,0,Yes,Yes,60,Yes,No,No,No internet,Yes,Yes,Yes,No,No internet,Month-to-month,Yes,Bank transfer,65.07,3398.74,No
CUST0469,Female,0,Yes,Yes,2,Yes,No,No,No,No,No,No internet,No,Yes,Two year,No,Bank transfer,27.88,5358.75,Yes
CUST0470,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,No,No internet,No,One year,No,Bank transfer,86.97,4102.13,No
CUST0471,Female,1,Yes,No,46,Yes,No,Fiber optic,No,No internet,Yes,No,Yes,No internet,Month-to-month,Yes,Electronic check,33.78,7134.68,Yes
CUST0472,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,No internet,No internet,No,No internet,Month-to-month,Yes,Electronic check,87.12,3528.44,Yes
CUST0473,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,No,No internet,Yes,No,Month-to-month,No,Credit card,117.92,2556.92,Yes
CUST0474,Male,0,Yes,Yes,35,Yes,No,DSL,No,No,No internet,No internet,Yes,No,One year,No,Electronic check,73.2,7336.78,No
CUST0475,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,41.41,3313.74,No
CUST0476,Male,0,Yes,Yes,68,Yes,No,No,No internet,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.53,2230.22,No
CUST0477,Female,0,Yes,No,12,No,No,Fiber optic,No,No internet,Yes,Yes,No,Yes,One year,Yes,Electronic check,71.29,871.52,No
CUST0478,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,73.31,6367.15,Yes
CUST0479,Female,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet,Two year,Yes,Credit card,67.81,6618.22,No
CUST0480,Female,0,No,Yes,29,Yes,No phone service,DSL,No internet,Yes,No internet,No,Yes,No,Two year,No,Bank transfer,87.37,363.05,No
CUST0481,Female,0,Yes,No,61,Yes,No,Fiber optic,No internet,No,No,No,No,No,One year,No,Mailed check,77.19,2933.3,No
CUST0482,Male,0,Yes,No,24,No,No,Fiber optic,Yes,No,No internet,No internet,No,No,Month-to-month,No,Credit card,118.7,6024.02,Yes
CUST0483,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,No,No,No internet,No internet,Two year,No,Electronic check,102.59,7576.42,Yes
CUST0484,Male,0,No,Yes,50,Yes,No phone service,No,No,Yes,No internet,No,Yes,No,Month-to-month,No,Electronic check,46.47,3084.76,Yes
CUST0485,Female,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,,6989.22,Yes
CUST0486,Male,0,No,No,46,Yes,No,No,No,No internet,No,Yes,No,No,Month-to-month,Yes,Bank transfer,41.43,3210.39,Yes
CUST0487,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet,No,Two year,No,Mailed check,98.23,1518.01,No
CUST0488,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card,34.76,127.22,Yes
CUST0489,Male,1,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,67.36,2708.43,Yes
CUST0490,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No internet,No,One year,No,Electronic check,99.06,3089.95,No
CUST0491,Male,0,Yes,Yes,20,Yes,No phone service,DSL,No,No,Yes,No,No internet,No,Month-to-month,No,Electronic check,48.01,7566.43,Yes
CUST0492,Male,0,No,Yes,71,No,No,Fiber optic,No,No,No internet,Yes,No,Yes,Two year,No,Credit card,103.71,1727.95,No
CUST0493,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No internet,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.42,3119.62,Yes
CUST0494,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.75,298.72,Yes
CUST0495,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,No,No internet,No internet,Two year,Yes,Bank transfer,62.34,6131.96,Yes
CUST0496,Male,1,No,Yes,41,Yes,No,Fiber optic,No,Yes,No internet,No,No,Yes,One year,No,Mailed check,112.6,7329.62,Yes
CUST0497,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No internet,Yes,Month-to-month,No,Mailed check,41.78,1978.78,Yes
CUST0498,Male,1,No,Yes,58,Yes,No,Fiber optic,Yes,No,No internet,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.34,,Yes
CUST0499,Female,0,No,Yes,33,No,Yes,DSL,Yes,No,No internet,No internet,No,No,Month-to-month,Yes,Bank transfer,90.73,1064.69,Yes
CUST0500,Male,0,Yes,Yes,8,Yes,No,No,Yes,Yes,No internet,No,No,Yes,Two year,No,Bank transfer,112.24,3709.0,Yes
CUST0501,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No internet,No internet,No,No,One year,Yes,Electronic check,,1153.41,Yes
CUST0502,Male,1,Yes,Yes,9,Yes,Yes,Fiber optic,No internet,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.45,4234.45,Yes
CUST0503,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No internet,Month-to-month,No,Bank transfer,110.25,,No
CUST0504,Male,1,Yes,No,67,Yes,No,DSL,No internet,No,Yes,No,No,No internet,Month-to-month,Yes,Credit card,102.91,4471.41,Yes
CUST0505,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet,Month-to-month,No,Credit card,91.68,2037.23,No
CUST0506,Female,0,No,Yes,51,Yes,No,No,No internet,No internet,No,Yes,Yes,No,One year,No,Electronic check,23.26,2894.99,Yes
CUST0507,Male,1,Yes,No,24,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,57.35,5144.72,No
CUST0508,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,83.19,4759.07,Yes
CUST0509,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No internet,No,Yes,Yes,Yes,One year,Yes,Credit card,72.23,1180.52,No
CUST0510,Male,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No internet,No,No,Month-to-month,No,Bank transfer,51.93,6775.1,Yes
CUST0511,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No internet,Yes,No internet,No internet,No internet,Yes,One year,No,Electronic check,34.44,3853.99,No
CUST0512,Male,1,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,75.3,1382.72,Yes
CUST0513,Female,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,48.59,1070.33,Yes
CUST0514,Female,0,No,Yes,14,Yes,No,DSL,Yes,No internet,No,No internet,Yes,No,Month-to-month,Yes,Electronic check,43.3,7727.86,Yes
CUST0515,Male,1,Yes,No,38,Yes,Yes,No,Yes,No internet,Yes,No,No,No,Two year,Yes,Bank transfer,59.9,2324.13,No
CUST0516,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet,No,No internet,Yes,Yes,No,Month-to-month,Yes,Credit card,98.55,7277.89,Yes
CUST0517,Female,0,Yes,No,0,No,Yes,Fiber optic,No,No,No,No internet,No internet,No internet,Month-to-month,Yes,Electronic check,68.79,3343.62,Yes
CUST0518,Female,1,No,No,22,Yes,No,No,No,No,No,No,No internet,No,Month-to-month,Yes,Bank transfer,41.65,3148.78,No
CUST0519,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,31.69,5637.34,No
CUST0520,Female,0,Yes,Yes,56,Yes,Yes,No,No internet,No,No,No,No,No,Two year,No,Credit card,69.9,178.08,No
CUST0521,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,99.44,2770.91,No
CUST0522,Female,1,No,Yes,40,Yes,Yes,DSL,No,No,No,No internet,No,No,Two year,Yes,Electronic check,85.28,2490.9,No
CUST0523,Male,1,No,Yes,12,Yes,Yes,No,No,Yes,No,No,Yes,No internet,Month-to-month,Yes,Electronic check,43.21,6957.97,Yes
CUST0524,Female,1,Yes,No,69,Yes,No,Fiber optic,No,No,No internet,No internet,Yes,No internet,Two year,No,Mailed check,63.67,4280.08,Yes
CUST0525,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,No internet,No,No,One year,No,Electronic check,105.52,2980.1,Yes
CUST0526,Male,1,No,Yes,51,No,No,DSL,No internet,No internet,Yes,No,No internet,Yes,One year,No,Electronic check,37.77,2202.03,No
CUST0527,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,73.21,4765.03,No
CUST0528,Female,0,No,No,62,Yes,No,Fiber optic,No internet,No internet,No,No,Yes,No,Month-to-month,No,Mailed check,55.62,1298.22,No
CUST0529,Female,1,No,Yes,48,Yes,Yes,No,Yes,No,Yes,Yes,No,No internet,One year,No,Bank transfer,32.42,2045.02,No
CUST0530,Male,0,No,Yes,46,Yes,Yes,No,Yes,No,Yes,Yes,No internet,No,Month-to-month,No,Electronic check,,2419.54,Yes
CUST0531,Female,0,No,No,54,Yes,No,No,No internet,No,No internet,No,Yes,No internet,Month-to-month,No,Bank transfer,75.59,4902.48,Yes
CUST0532,Male,0,No,No,63,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,22.07,3048.71,No
CUST0533,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No internet,Yes,No,Yes,Month-to-month,No,Electronic check,30.34,4095.69,Yes
CUST0534,Male,0,No,Yes,66,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,54.76,,No
CUST0535,Female,0,Yes,Yes,14,Yes,Yes,No,No,No,No internet,No internet,Yes,Yes,Month-to-month,No,Electronic check,24.35,7654.55,Yes
CUST0536,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,60.04,6142.22,No
CUST0537,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No internet,No,Yes,Two year,No,Bank transfer,33.04,3301.53,No
CUST0538,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet,Yes,Yes,No,No,No,One year,No,Bank transfer,54.99,6011.38,No
CUST0539,Female,0,Yes,No,42,Yes,No,Fiber optic,No internet,No,No internet,No,No internet,No,One year,No,Electronic check,99.12,7602.58,Yes
CUST0540,Male,0,No,No,34,Yes,No,DSL,Yes,No internet,No internet,Yes,No,Yes,One year,Yes,Electronic check,82.64,4045.11,Yes
CUST0541,Female,0,No,No,57,Yes,No,No,No internet,Yes,No,No,Yes,Yes,Two year,No,Mailed check,64.54,3342.93,No
CUST0542,Male,0,Yes,No,32,Yes,Yes,No,No internet,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,29.18,716.35,No
CUST0543,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,81.91,7149.73,Yes
CUST0544,Male,1,Yes,Yes,33,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,36.37,2046.83,Yes
CUST0545,Female,0,Yes,Yes,60,Yes,Yes,No,No,Yes,No,No,No internet,Yes,Month-to-month,Yes,Electronic check,27.66,605.27,Yes
CUST0546,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No internet,No,No internet,No internet,Month-to-month,No,Mailed check,86.4,4343.91,Yes
CUST0547,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,111.21,6782.61,Yes
CUST0548,Female,1,Yes,No,28,Yes,No,DSL,No internet,Yes,Yes,No,Yes,No,One year,No,Mailed check,66.06,3312.42,No
